source	target	source_gene	target_gene
A0A7M7GTK4	Q7L2H7	409842	EIF3M
A0A7M7R9D5	Q7LGA3	LOC551445	HS2ST1
A0A7M7R9F8	Q68CP4	551314	HGSNAT
A0A7M7IKN3	P25786	552654	PSMA1
A0A7M7TEQ7	Q9Y266	LOC408304	NUDC
A0A7M7GPF8	Q9Y6I4	408619	USP3
A0A7M7LMT3	Q8WVQ1	LOC550987	CANT1
A0A7M7SQU6	P62330	LOC107965281	ARF6
A0A7M7L562	P60484	411859	PTEN
A0A7M7R6Z8	Q9Y512	413450	SAMM50
A0A7M7LRK1	Q86UK7	LOC408345	ZNF598
A0A7M7MT93	O43581	LOC409138	SYT7
A0A7M7R6N5	Q9NZ32	413144	ACTR10
A0A7M7SRS7	Q9UBP6	LOC100578380	METTL1
A0A7M7R4N3	Q96ES7	408702	SGF29
A0A7M7H1F5	Q9BXW9	727180	FANCD2
A0A7M7GFN2	Q96RT7	LOC100577816	TUBGCP6
A0A7M7GNM9	Q9UHW5	552648	GPN3
A0A7M7IJF5	Q9ULU4	LOC102654791	ZMYND8
A0A7M7MQ32	P17707	LOC551724	AMD1
A0A7M7GUM3	P08910	413594	ABHD2
A0A7M7RAR8	Q9BTE3	552778	MCMBP
A0A7M7R884	Q8NHS3	552144	MFSD8
A0A7M7GAN7	Q99575	100578852	POP1
A0A7M7FXJ5	Q8TDN6	LOC724203	BRIX1
A0A7M7L293	Q5HYA8	LOC102654091	TMEM67
A0A7M7TFK3	P20226	LOC550692	TBP
A0A7M7R4A9	Q9H2D1	410062	SLC25A32
A0A7M7KZ77	O75063	410911	FAM20B
A0A7M7GVY5	P55735	410030	SEC13
A0A7M7G0I9	P30084	409150	ECHS1
A0A7M7LP03	Q9H3C7	724214	GGNBP2
A4ZXC4	P60174	Tpi	TPI1
A0A7M7R8K9	Q6Y288	552204	B3GLCT
A0A7M7R840	Q8TED0	412931	UTP15
A0A7M7GKB4	Q9BZE2	LOC410475	PUS3
A0A7M7FYG8	Q9NVN8	724161	GNL3L
A0A7M7GKM3	Q05932	LOC413810	FPGS
A0A7M7RBH1	Q14749	552832	GNMT
A0A7M7GKR7	O95749	LOC727189	GGPS1
A0A7M7M5H3	Q6ZRF8	LOC726670	RNF207
A0A7M7MTN6	Q9H8W4	LOC551633	PLEKHF2
A0A7M7G9V4	Q5T280	LOC551815	SPOUT1
A0A7M7SP33	Q6JEL2	LOC411968	KLHL10
A0A7M7FZ83	Q5VW32	LOC724850	BROX
A0A7M7R658	Q9H9S5	412635	FKRP
A0A7M7R961	Q96DI7	552715	SNRNP40
A0A7M7FYZ7	P62753	725647	RPS6
A0A7M7L8Y5	Q9NZ01	725146	TECR
A0A7M7GBX1	P0CK96	100578526	SLC35E2B
A0A7M7IJ06	P23508	LOC408528	MCC
A0A7M7TEY9	Q9NZQ3	409152	NCKIPSD
A0A7M7TFE5	Q92890	412868	UFD1
A0A7M7R7T7	Q8NI37	551694	PPTC7
A0A7M7MS38	Q9UKA2	LOC551738	FBXL4
A0A7M7MK99	Q8IYT2	LOC113218670	CMTR2
A0A7M7MFW1	Q9BW91	LOC727534	NUDT9
A0A7M7GNJ1	Q9NUQ7	413447	UFSP2
A0A7M6UWF3	Q9NXR8	Ing3	ING3
A0A7M7GXP3	Q8N357	LOC412320	SLC35F6
A0A7M7M0G7	Q6P3S6	413363	FBXO42
A0A7M7R9Y3	Q9H993	551009	ARMT1
A0A7M7TFM8	A4D1E9	413533	GTPBP10
A0A7M7IF66	Q96RK4	551897	BBS4
A0A7M7LIE5	Q9NVH0	LOC725586	EXD2
A0A7M7L4S1	Q8WY64	LOC412897	MYLIP
A0A7M7GN74	Q7L3T8	726436	PARS2
A0A7M7IJW7	Q86TU7	LOC410155	SETD3
A0A7M7MLF0	P78383	Slc35b1	SLC35B1
A0A7M7H1D4	Q9HB07	LOC551296	C12orf10
A0A7M7GKP7	Q86TJ2	102656134	TADA2B
A0A7M7GUC6	P62256	412330	UBE2H
A0A7M6UN95	Q53F39	552716	MPPE1
A0A7M7R5T8	Q9H9V9	412192	JMJD4
A0A7M7R7M4	Q8N3I7	551495	BBS5
A0A7M7R6F6	Q9H1Z4	412755	WDR13
A0A7M7LQ41	P04844	LOC412045	RPN2
A0A7M7MVE4	Q13416	LOC100577679	ORC2
A0A7M7GEU0	Q8NAV1	100576794	PRPF38A
A0A7M7RDP7	Q9Y5Z9	552769	UBIAD1
A0A7M7MVK0	Q8NC60	LOC413531	NOA1
A0A7M7FYN9	Q9Y314	LOC725565	NOSIP
A0A7M7GTU7	Q9Y366	551202	IFT52
A0A7M7MUM9	Q96A29	LOC551237	SLC35C1
A0A7M7RB33	P16260	551811	SLC25A16
A0A7M7R3I0	Q15326	409593	ZMYND11
A0A7M7RAV9	Q96T76	552848	MMS19
A0A7M7MVV5	Q9H4B0	LOC413534	OSGEPL1
A0A7M7M499	Q9ULR0	LOC412966	ISY1
A0A7M7RBY2	P36542	552699	ATP5F1C
A0A7M7MS00	P20042	LOC100578660	EIF2S2
A0A7M7GQM8	Q14728	552708	MFSD10
A0A7M7LNN8	Q9UPN9	LOC102654626	TRIM33
A0A7M7II02	Q9UNA4	LOC551219	POLI
A0A7M7MR78	Q8N584	LOC107965233	TTC39C
A0A7M7G1U5	Q96PV6	725596	LENG8
A0A7M7GSW4	O14924	LOC726548	RGS12
A0A7M7IR07	P46781	409202	RPS9
A0A7M7R6C6	O43427	408655	FIBP
A0A7M7R8C0	Q13112	551918	CHAF1B
A0A7M7H3N9	Q969H0	413081	FBXW7
A0A7M6UCJ0	Q9Y2S2	406119	CRYL1
A0A7M7GYU3	Q99741	LOC552763	CDC6
A0A7M7RBA5	O15164	LOC552736	TRIM24
A0A7M7MLA8	P29084	LOC724355	GTF2E2
A0A7M7L040	Q7Z4T9	LOC100576242	MAATS1
A0A7M7GVD5	Q15750	LOC411720	TAB1
A0A7M7IJJ8	Q9BWV7	551967	TTLL2
A0A7M7R911	Q9H3P7	411299	ACBD3
A0A7M7FZ71	Q9H490	LOC724943	PIGU
A0A7M7MNL6	Q15024	LOC411836	EXOSC7
A0A7M7LNQ6	Q8IWB9	724294	TEX2
A0A7M6UE95	Q8NEC7	410839	GSTCD
A0A7M7R5A3	Q99816	LOC409438	TSG101
A0A7M7L9A8	Q13395	LOC727398	TARBP1
A0A7M7GMS2	Q9H040	LOC724424	SPRTN
A0A7M7R6Q7	O94829	LOC409992	IPO13
A0A7M7FZ23	Q9BW19	726506	KIFC1
A0A7M7GS15	Q96RS0	LOC410239	TGS1
A0A7M7R4M6	Q8N1S5	410567	SLC39A11
A0A7M7MTA8	Q32MH5	LOC410423	FAM214A
A0A7M7LPD2	Q12887	LOC409103	COX10
A0A7M7L0A0	Q8NEN9	LOC551430	PDZD8
A0A7M7MQB0	Q9NRR6	LOC409136	INPP5E
A0A7M7R8L7	O95433	551720	AHSA1
A0A7M7TFS0	Q9H1Y0	551057	ATG5
A0A7M7SRV2	Q9UBX3	LOC412503	SLC25A10
A0A7M7GY41	Q9H2X0	LOC410035	CHRD
A0A7M7H4R0	Q9NWX6	LOC410055	THG1L
A0A7M7LNW1	O43148	LOC412277	RNMT
A0A7M7GA57	P42695	LOC100578339	NCAPD3
A0A7M7GZY1	Q14232	409118	EIF2B1
A0A7M7R572	Q969S3	LOC411293	ZNF622
A0A7M7LPW8	Q9Y324	413649	FCF1
A0A7M7IIJ7	Q8IYT4	LOC551788	KATNAL2
A0A7M7MVE7	Q8IYR0	LOC410601	CFAP206
A0A7M7SQL2	Q9NYH9	412410	UTP6
A0A7M7R5R8	P29083	411786	GTF2E1
A0A7M7L1F8	P82279	LOC725591	CRB1
A0A7M7TFP4	Q9HC07	LOC551441	TMEM165
A0A7M7L3N2	Q9UFE4	LOC412193	CCDC39
A0A7M7R6L4	Q9BXW7	410690	HDHD5
A0A7M7R7V6	P49643	551739	PRIM2
A0A7M7M4W0	A5PLL7	LOC413030	TMEM189
A0A7M7GUQ5	P48556	552838	PSMD8
A0A7M7MNC8	Q6L8Q7	LOC725486	PDE12
A0A7M7RCY2	O43660	552198	PLRG1
A0A7M7R4H5	Q96AJ1	408382	CLUAP1
A0A7M7MTJ7	Q9H1I8	LOC100578931	ASCC2
A0A7M7IN95	O94952	413498	FBXO21
A0A7M7GSV3	Q16740	409011	CLPP
A0A7M7TET1	Q9NUW8	408668	TDP1
A0A7M7R8C4	Q9UJ41	412728	RABGEF1
A0A7M7RAG2	Q6PI26	551431	SHQ1
A0A7M7RB27	P62487	552599	POLR2G
A0A7M7GVP7	Q7Z7A3	413889	CTU1
A0A7M7LM69	Q9UK97	413709	FBXO9
A0A7M6UN05	Q06546	100578252	GABPA
A0A7M7G1R7	Q99714	725274	HSD17B10
A0A7M7GYE1	Q9BYT1	412620	SLC17A9
A0A7M7GVL7	Q9Y253	LOC726583	POLH
A0A7M7GNS3	Q9NQW6	LOC551658	ANLN
A0A7M7R590	Q96BW5	411691	PTER
A0A7M7IL92	P51948	412613	MNAT1
A0A7M7GAM7	Q9UBQ7	551667	GRHPR
A0A7M7GWX6	Q8IUH3	412116	RBM45
A0A7M7FZQ0	Q8WVY7	725786	UBLCP1
A0A7M7GWT2	Q9C0C7	727634	AMBRA1
A0A7M7GKE3	P62913	LOC726171	RPL11
A0A7M7GPU6	Q6P3X3	LOC411417	TTC27
A0A7M7FXU8	Q92574	724223	TSC1
A0A7M7TF57	Q96FN5	410959	KIF12
A0A7M7R7L4	Q8WVB3	LOC551303	HEXD
A0A7M6UD80	P08579	Snf	SNRPB2
A0A7M7R6F4	O95619	LOC412705	YEATS4
A0A7M7TES7	Q96PM5	408590	RCHY1
A0A7M7L651	Q8IWZ8	LOC409536	SUGP1
A0A7M7TG32	P49720	552579	PSMB3
A0A7M7L4L6	Q9H3S5	725491	PIGM
A0A7M7LSZ5	Q8N8A6	LOC726819	DDX51
A0A7M7TF34	Q9Y5Y2	410516	NUBP2
A0A7M7R5Z3	Q9Y4G2	412386	PLEKHM1
A0A7M7MQL3	Q3SYG4	LOC726019	BBS9
A0A7M7MKV8	Q13057	LOC552104	COASY
A0A7M7R7F7	O60870	LOC411491	KIN
A0A7M7SQN0	Q92604	552688	LPGAT1
A0A7M7R9E1	Q3LXA3	413697	TKFC
A0A7M7H0B6	Q9UBB6	LOC102654127	NCDN
A0A7M7R7X9	P61026	410241	RAB10
A0A7M7IER5	Q13286	LOC410860	CLN3
A0A7M7R885	Q8WVT3	412596	TRAPPC12
A0A7M7L582	A6NJ78	LOC724742	METTL15
A0A7M7R643	P00491	408299	PNP
A0A7M7GAA0	Q5TEU4	LOC100576544	NDUFAF5
A0A7M7FYP5	Q9Y466	725327	NR2E1
A0A7M7R876	Q13190	LOC552117	STX5
A0A7M7RCS3	Q8NBX0	LOC552075	SCCPDH
A0A7M7R9G7	Q8N2K1	413253	UBE2J2
A0A7M7R3E0	Q13825	409494	AUH
A0A7M7RBX0	P63098	LOC551313	PPP3R1
A0A7M7GYW6	P63279	551283	UBE2I
A0A7M7R9U6	Q9UBV7	LOC551662	B4GALT7
A0A7M7R6C4	Q92546	413244	RGP1
A0A7M7MX59	Q5T160	LOC552307	RARS2
A0A7M7MPM8	O43292	LOC552360	GPAA1
A0A7M7GRW0	Q9ULM3	409331	YEATS2
A0A7M7GNU8	O60931	LOC551080	CTNS
A0A7M7R8V7	Q96GX9	552014	APIP
A0A7M7MP92	Q32P41	LOC102655612	TRMT5
A0A7M7IMG8	Q8IU60	412521	DCP2
A0A7M7R892	P78381	552001	SLC35A2
A0A7M7R822	A0AVI4	412351	TMEM129
A0A7M7M5V7	P61086	726145	UBE2K
A0A7M7FXZ5	Q9Y312	724692	AAR2
A0A7M7GAZ9	O00311	725465	CDC7
A0A7M7R542	P61081	409225	UBE2M
A0A7M7GZM3	P52788	410080	SMS
A0A7M7H6V8	Q86SQ9	LOC551358	DHDDS
A0A7M7R5X3	Q9H6R6	412690	ZDHHC6
A0A7M7MGY5	Q96RY5	726103	CRAMP1
A0A7M7FYD8	Q6UB28	LOC724879	METAP1D
A0A7M7R592	P36404	411085	ARL2
A0A7M6UWV3	P62253	Ube2g1	UBE2G1
A0A7M7R3Q6	Q9P055	LOC409819	JKAMP
A0A7M7R998	P60604	LOC552779	UBE2G2
A0A7M7TFF4	Q9UHD1	412067	CHORDC1
A0A7M7R5R1	P19404	409793	NDUFV2
A0A7M7TFJ0	Q86X76	413852	NIT1
A0A7M6UW24	P04179	410082	SOD2
A0A7M7R5T6	Q92979	409857	EMG1
A0A7M7R842	Q8NBN7	412442	RDH13
A0A7M7H1B3	Q9UGT4	LOC408878	SUSD2
A0A7M7R524	Q9H1K0	LOC409059	RBSN
A0A7M7G1P9	Q3KNV8	LOC725717	PCGF3
A0A7M7L1M9	Q9UBS9	LOC100578947	SUCO
A0A7M7L0R7	Q6J4K2	LOC724430	SLC8B1
A0A7M7LQ58	Q9BU89	410763	DOHH
A0A7M7L4E2	Q14118	LOC408826	DAG1
A0A7M7IRX1	Q9NVI1	LOC726651	FANCI
A0A7M7R7C0	Q9H7L9	409995	SUDS3
A0A7M7H1A8	Q12872	LOC408652	SFSWAP
A0A7M7MXV6	Q9H9Y4	LOC552405	GPN2
A0A7M7GVG5	O75792	412837	RNASEH2A
A0A7M7H666	Q8TB37	LOC551442	NUBPL
A0A7M7LSY8	Q8N1E6	LOC410175	FBXL14
A0A7M7R813	Q9BV79	LOC411662	MECR
A0A7M7GRY9	Q10469	LOC726476	MGAT2
A0A7M7RAT2	P54819	551523	AK2
A0A7M7TF62	Q5T6V5	411076	C9orf64
A0A7M7R6S2	O75251	408909	NDUFS7
A0A7M7SQB2	Q9NXE4	LOC113218991	SMPD4
A0A7M7IUX1	O75478	408384	TADA2A
A0A7M7TFL4	Q5HYK3	coq5	COQ5
A0A7M7LRM9	P53701	408968	HCCS
A0A7M7L522	Q9GZR5	LOC411692	ELOVL4
A0A7M7L6P4	P50897	LOC551664	PPT1
A0A7M7TG23	Q8IZL9	552469	CDK20
A0A7M7GRM2	Q9NRM2	412545	ZNF277
A0A7M7SR85	O60287	LOC726580	URB1
A0A7M7R623	O43172	409689	PRPF4
A0A7M7R7V0	Q9H2P9	412557	DPH5
A0A7M6UEB4	O15372	Eif3h	EIF3H
A0A7M7H6P4	P53990	727141	IST1
A0A7M7GYA2	Q15061	LOC409353	WDR43
A0A7M7IT80	Q9BT17	102655141	MTG1
A0A7M7R817	Q8N6T7	412846	SIRT6
A0A7M7RBB4	P49247	550767	RPIA
A0A7M7GZH9	P41214	408580	EIF2D
A0A7M7GBD8	Q15286	100577870	RAB35
A0A7M7MKV0	O75052	LOC413024	NOS1AP
A0A7M7R716	Q96K37	411269	SLC35E1
A0A7M7GVA3	Q9H8Y5	LOC409046	ANKZF1
A0A7M7SS48	Q96C23	552086	GALM
A0A7M7IIX2	Q15397	725197	PUM3
A0A7M7TFK6	O43396	LOC550734	TXNL1
A0A7M7RB16	P62081	552564	RPS7
A0A7M7R3J8	Q9UIC8	409320	LCMT1
A0A7M7GJZ4	Q16401	LOC102654919	PSMD5
A0A7M7R708	Q13889	411231	GTF2H3
A0A7M7G0I5	Q9BUN8	727262	DERL1
A0A7M7IGE5	O75955	551337	FLOT1
A0A7M7H509	Q15006	411882	EMC2
A0A7M7GS39	Q96DW6	411790	SLC25A38
A0A7M7GM25	Q6PHW0	413740	IYD
A0A7M7GWB2	Q96JX3	LOC725516	SERAC1
A0A7M7R9Y0	P83876	551974	TXNL4A
A0A7M7L413	P43034	LOC408869	PAFAH1B1
A0A7M7M0W5	Q9BSB4	LOC726197	ATG101
A0A7M7TF77	Q14914	411378	PTGR1
A0A7M7MGG2	Q13427	LOC726826	PPIG
A0A7M7L1K3	Q9H488	LOC551457	POFUT1
A0A7M7R787	Q9Y3C8	LOC551106	UFC1
A0A7M7LKL7	Q9NRX1	LOC725734	PNO1
A0A7M7MRT2	P28072	LOC409831	PSMB6
A0A7M7GVG1	Q9NWU2	409454	GID8
A0A7M7R6A6	Q9NZJ0	412472	DTL
A0A7M7IH36	O43683	LOC726325	BUB1
A0A7M7MGP9	Q96PU8	LOC725878	QKI
A0A7M7MQG7	Q7L2J0	LOC107965250	MEPCE
A0A7M7R6K6	Q86VD7	413551	SLC25A42
A0A7M7FZ48	O43447	726409	PPIH
A0A7M7R8X1	Q9BXM7	550929	PINK1
A0A7M7R407	Q9UJX5	409810	ANAPC4
A0A7M7GCR4	Q96MH6	552089	TMEM68
A0A7M7L9C2	Q9Y2U8	LOC724620	LEMD3
A0A7M7RBH7	Q92542	552178	NCSTN
A0A7M7R8Z9	Q6PID8	552147	KLHDC10
A0A7M7M4A1	Q9Y6W6	LOC408844	DUSP10
A0A7M7H2K4	Q9H6P5	552236	TASP1
A0A7M7GYD1	O75626	LOC408295	PRDM1
A0A7M7H2L0	Q8IZT8	412956	HS3ST5
A0A7M7FZD9	Q8WVM0	725496	TFB1M
A0A7M7LQ05	Q5QJU3	551419	ACER2
A0A7M7TG25	O14562	552499	UBFD1
A0A7M7R7E1	Q9H0W9	411385	C11orf54
A0A7M7LLR8	Q5BJD5	409411	TMEM41B
A0A7M7IK77	O14717	LOC410512	TRDMT1
A0A7M7R816	Q8IWX8	410383	CHERP
A0A7M7MGN6	Q8N371	LOC113218746	KDM8
A0A7M7GSH8	Q9BWH6	LOC551753	RPAP1
A0A7M7MR09	Q17RS7	LOC724240	GEN1
A0A7M7IKZ0	Q9UJ70	551847	NAGK
A0A7M7MVT4	Q9Y6M5	LOC552634	SLC30A1
A0A7M7RCK1	Q96BW1	551948	UPRT
A0A7M7R5H1	O75489	411411	NDUFS3
A0A7M7LS08	Q6ZN54	410206	DEF8
A0A7M7TFY7	P14314	552747	PRKCSH
X2JFT9	P84098	rpl19	RPL19
A0A7M7GLB4	Q969V4	413948	TEKT1
A0A7M7M136	Q9UNE7	551229	STUB1
A0A7M7II84	Q8IWU4	LOC107965038	SLC30A8
A0A7M7GSV9	Q07020	102654426	RPL18
A0A7M7IQ21	O95861	LOC411106	BPNT1
A0A7M7L7F5	O75800	LOC100578988	ZMYND10
A0A7M7MVX4	P41223	LOC727332	BUD31
A0A7M7TF61	Q13685	410350	AAMP
A0A7M7FYL0	Q16342	LOC724151	PDCD2
A0A7M7R9I0	Q8N2G6	413285	ZCCHC24
A0A7M7R510	Q9UBE0	LOC410872	SAE1
A0A7M7RAH6	Q9Y6E7	LOC551260	SIRT4
A0A7M7FZA2	O43572	726682	AKAP10
A0A7M7R977	O14645	551085	DNALI1
A0A7M7R5K9	P09417	LOC409160	QDPR
A0A7M7R7H4	Q9H9Y2	410875	RPF1
A0A7M7MNM1	P52306	LOC412679	RAP1GDS1
A0A7M6UPE5	P30048	408540	PRDX3
A0A7M7MW59	Q8IWY9	726888	CDAN1
A0A7M7R5B1	P50747	411759	HLCS
A0A7M7R6M6	P30405	409890	PPIF
A0A7M7MUY5	Q07955	410040	SRSF1
A0A7M7MLS4	Q8WYA0	LOC725556	IFT81
A0A7M7GLM3	Q6NSI8	LOC412000	KIAA1841
A0A7M7GU92	Q9P2W9	551467	STX18
A0A7M7R676	Q9UMS0	412366	NFU1
A0A7M7L499	O43818	LOC410879	RRP9
A0A7M7TF67	Q9Y535	411191	POLR3H
A0A7M7R954	Q3MIT2	411505	PUS10
A0A7M7R709	P61599	414027	NAA20
A0A7M7GR33	O75934	408527	BCAS2
A0A7M7IMY4	Q96F86	409092	EDC3
A0A7M7GVH7	Q96AP4	410549	ZUP1
A0A7M7SRR7	Q7Z3E2	LOC726416	CCDC186
A0A7M7R6A7	P62070	409529	RRAS2
A0A7M7R9A2	Q5QP82	412997	DCAF10
A0A7M7R9K2	Q9HC38	552722	GLOD4
A0A7M7RAN5	Q96B26	551606	EXOSC8
A0A7M7G2A0	Q9BQA5	725303	HINFP
A0A7M7L7V0	Q8IV38	LOC727375	ANKMY2
A0A7M7RCC5	Q9H2H8	LOC551723	PPIL3
A0A7M7RAT5	Q7Z4W1	413567	DCXR
A0A7M7LKP5	Q99567	726338	NUP88
A0A7M7R4G0	O95926	LOC410547	SYF2
A0A7M7MPJ6	Q9ULX3	LOC727288	NOB1
A0A7M7LMB0	Q96GQ5	410965	C16orf58
A0A7M7R620	Q9NYP3	LOC410194	DONSON
A0A7M7G931	Q8IZE3	LOC727415	SCYL3
A0A7M7FYK7	P40616	724676	ARL1
A0A7M7R9L8	Q96M98	552767	PACRG
A0A7M7IJT2	P62993	LOC550857	GRB2
A0A7M7IGB7	O60725	LOC726380	ICMT
A0A7M7R7V8	Q9BVI4	411404	NOC4L
A0A7M7GXA2	Q96FW1	LOC725744	OTUB1
A0A7M7RAJ7	Q9H063	552145	MAF1
A0A7M7LN80	Q9NVR2	551745	INTS10
A0A7M7R4A0	O95571	410023	ETHE1
A0A7M7GRP6	P49441	LOC107963968	INPP1
A0A7M7GNH5	O14807	410415	MRAS
A0A7M7LMZ7	P27695	551153	APEX1
A0A7M7GND2	Q9NRG7	412276	SDR39U1
A0A7M7L0Z5	Q96Q89	LOC551711	KIF20B
A0A7M7GB23	Q08752	100576706	PPID
A0A7M7R9N4	P78549	NTH1	NTHL1
A0A7M7LN66	Q9P0U3	413926	SENP1
A0A7M7R8W8	Q5SGD2	552068	PPM1L
A0A7M7TEY0	Q12893	409041	TMEM115
A0A7M7R342	Q06136	408892	KDSR
A0A7M7H1P0	Q96RQ1	411722	ERGIC2
A0A7M7SQU0	Q00613	411854	HSF1
A0A7M7LMF2	O14681	412017	EI24
A0A7M7L5G9	O43913	LOC113218653	ORC5
A0A7M7R6Y9	Q9NUM3	409145	SLC39A9
A0A7M7MN40	P53680	LOC725807	AP2S1
A0A7M7RBQ2	P13994	LOC551191	CCDC130
A0A7M7GT09	P49356	LOC102656263	FNTB
A0A7M7R2R4	P36405	408522	ARL3
A0A7M7H3A6	Q96H20	410869	SNF8
A0A7M7FY61	Q8NBI6	724932	XXYLT1
A0A7M7GPE5	Q9NP81	724712	SARS2
A0A7M7R6W6	P61088	409386	UBE2N
A0A7M7H742	O43824	LOC410784	GTPBP6
A0A7M7SRP9	Q96DN5	LOC724206	TBC1D31
A0A7M7MR48	Q5QJ74	552804	TBCEL
A0A7M7R748	P51946	410459	CCNH
A0A7M7RBM9	Q9Y296	552442	TRAPPC4
A0A7M7LP62	Q8IVS2	412286	MCAT
A0A7M7GMT3	O14618	552629	CCS
A0A7M7GUB3	Q9NW13	LOC552112	RBM28
A0A7M7H0Z5	Q8IW45	LOC550956	NAXD
A0A7M7R9P8	P55157	551250	MTTP
A0A7M7R9U0	P62277	551867	RPS13
A0A7M7GXG9	Q92504	412094	SLC39A7
A0A7M7H563	Q9BUK6	LOC551622	MSTO1
A0A7M7R6E6	Q9H5V9	412642	CXorf56
A0A7M7R7P6	Q9Y5W7	551297	SNX14
A0A7M7R6M3	O75396	413394	SEC22B
A0A7M7L252	Q9H7B2	LOC551311	RPF2
A0A7M7R3S1	Q9UJU6	LOC409548	DBNL
A0A7M7IQF5	Q13795	409342	ARFRP1
A0A7M7GUX7	O00764	LOC552663	PDXK
A0A7M7R9N2	O43633	552786	CHMP2A
A0A7M7LQJ1	Q9H5U6	102653759	ZCCHC4
A0A7M7IJI4	Q6PK18	LOC412272	OGFOD3
A0A7M7RBV3	P26373	552517	RPL13
A0A7M7TFH1	P18621	413470	RPL17
A0A7M7RAU4	Q14331	552828	FRG1
A0A7M7G9Y0	Q13011	100578624	ECH1
A0A7M7MKY8	Q5T2S8	LOC412162	ARMC4
A0A7M7FZ01	P59998	726301	ARPC4
A0A7M7MPB5	Q8NFF5	LOC102655648	FLAD1
A0A7M7R4S4	Q9H0R4	408860	HDHD2
A0A7M7LKB0	Q9UBQ5	551960	EIF3K
A0A7M7GSY7	P82094	410558	TMF1
A0A7M7MUF0	Q9UBI9	551957	HECA
A0A7M7MTH3	Q9Y5J1	LOC727320	UTP18
A0A088A0U2	Q53HI1	550684	UNC50
A0A7M7R8V0	Q9Y315	551986	DERA
A0A7M7R9K0	P09661	412064	SNRPA1
A0A7M7GA17	Q9UJT1	100578704	TUBD1
A0A7M7GSP4	O43462	LOC724553	MBTPS2
A0A7M7TFA1	Q9H4K7	LOC411922	MTG2
A0A7M7IL44	Q9Y606	LOC551700	PUS1
A0A7M7R8A3	Q7L211	412636	ABHD13
A0A7M7R8T5	A6NIH7	413437	UNC119B
A0A7M7GB84	Q86X45	LOC100578952	LRRC6
A0A7M7R4B7	P61289	LOC410403	PSME3
A0A7M7RBW6	O00442	552554	RTCA
A0A7M7H0I8	Q9NUD9	102655219	PIGV
A0A7M7L3Y2	P62166	LOC551385	NCS1
A0A7M7GT31	O43808	LOC551241	SLC25A17
A0A7M7R8U6	Q9UM00	552501	TMCO1
A0A7M7R7J4	Q9UQ10	LOC412231	DHDH
A0A7M7R7S7	Q9BPX7	410556	C7orf25
A0A7M7R2L8	O75821	408386	EIF3G
A0A7M7MP16	Q7Z410	LOC113219006	TMPRSS9
A0A7M6USR0	Q6PCD5	Rfwd3	RFWD3
A0A7M7R5Q2	Q15771	412030	RAB30
A0A7M7LIA0	Q75T13	LOC724361	PGAP1
A0A7M7MRM3	P52292	LOC727561	KPNA2
A0A7M7MPI2	Q86YH6	LOC551463	PDSS2
A0A7M7RAD7	O94903	551119	PLPBP
A0A7M6W8K2	P51809	550961	VAMP7
A0A7M7R6B7	Q9BTY7	413192	HGH1
A0A7M7GAI2	P50336	LOC552482	PPOX
H9K759	P84243	726692	H3F3A
A0A7M7R7I7	Q02543	409832	RPL18A
A0A7M7R5I3	Q96SW2	LOC411797	CRBN
A0A7M7RA31	Q06265	551855	EXOSC9
A0A7M7H5N4	P30050	550715	RPL12
A0A7M7LKD2	Q9GZZ1	LOC724486	NAA50
A0A7M7TG45	P62269	LOC552726	RPS18
A0A7M7GT34	O15228	LOC412563	GNPAT
A0A7M7FYY3	Q8N8R3	725922	SLC25A29
A0A7M7MUG5	Q13144	LOC102655618	EIF2B5
A0A7M7R687	P81274	LOC410315	GPSM2
H9K244	Q71DI3	725272	HIST2H3A
A0A7M7R5T2	P30041	411852	PRDX6
A0A7M6UPZ6	P62263	Rps14	RPS14
A0A7M7IJ97	Q96MC2	LOC100578233	DRC1
A0A7M7KZU5	Q14249	LOC551715	ENDOG
A0A7M7R717	P28070	411520	PSMB4
A0A7M7IH24	Q8NBT3	100577252	TMEM145
A0A7M7FYG3	Q49AR2	LOC725329	C5orf22
A0A7M7IFN6	Q68D86	412804	CCDC102B
A0A7M7R6H4	Q9UKD2	LOC410200	MRTO4
A0A7M7TF33	Q9UL25	409863	RAB21
A0A7M7R667	Q6ZNE5	412687	ATG14
A0A7M7R8C9	Q9BV44	LOC410876	THUMPD3
A0A7M7R6F8	O43924	410525	PDE6D
A0A7M7GVD1	Q9Y6N1	409420	COX11
A0A7M7GVY3	O15258	410094	RER1
A0A7M7R5I7	O75602	411495	SPAG6
A0A7M7R5N0	Q8N2K0	411927	ABHD12
A0A7M7II78	Q96RT8	LOC725685	TUBGCP5
A0A7M7GY99	Q96MD2	LOC552420	C12orf66
A0A7M7TG16	Q8N2U9	LOC552383	PQLC1
A0A7M7GNV8	O75937	410294	DNAJC8
A0A7M7G9G4	Q6AI08	100577369	HEATR6
A0A7M7LQY1	Q8TCB7	LOC551133	METTL6
A0A7M7LKF7	Q5T197	LOC724561	DCST1
A0A7M7LNV9	Q9P202	LOC410320	WHRN
A0A7M7R418	Q9H211	409859	CDT1
A0A7M7GCB8	Q8IVS8	411541	GLYCTK
A0A7M7MVN2	Q9NNW5	100577610	WDR6
A0A7M7LQE0	Q96L58	102655877	B3GALT6
A0A7M7M4R9	Q5T848	LOC413568	GPR158
A0A7M7R9L1	Q13126	LOC552740	MTAP
