source	target	source_gene	target_gene
A0A7M7MNS5	B7Z078	LOC113219004	Dmel\CG8786
A0A7M7R664	Q7JXV9	412381	Vps25
A0A7M7MP97	Q45VV3	408292	yki
A0A7M7LQE0	A1Z7G9	102655877	beta3GalTII
A0A7M7R650	Q9VRY7	LOC410202	CG10099
A0A7M7FZ96	P13008	726789	RpS26
A0A7M7M3Z4	A1Z6G4	725167	Dmel\CG17508
A0A7M7LRF5	Q8I7Z8	LOC725792	ham
A0A7M7RAY0	Q9VF39	LOC551672	Dmel\CG9590
A0A7M6UEG6	Q9VNE0	727274	Dmel\CG2926
P00038	P84029	cytC	Cyt-c-p
A0A7M7GVV7	Q9VJZ5	102656107	Tap42
A0A7M7GDT8	Q9VW87	100577641	Ssk
A0A7M7R356	Q9VS84	408888	ltl
A0A7M7GRW0	Q9VLL1	409331	D12
A0A7M7FYK9	Q24337	724144	e(r)
A0A7M7GQ08	Q9VLP9	LOC102656812	CG7840
A0A7M7G929	Q9VZD8	100578697	CG15014
A0A7M7G2Y4	Q9VZF3	726443	BcDNA:RE09466
A0A7M7LNH4	Q9VAI1	726255	CIA30
A0A7M7R573	Q9VJQ5	LOC409197	NC2beta
A0A7M7G2X4	Q9V4E6	726375	mav
A0A7M7R5V8	Q9VIW3	411909	RanGAP
A0A7M7IQX2	Q9VZI4	411663	CT34848
A0A7M7R8U9	Q9V3U2	LOC552781	NHP2
A0A7M7R4G6	Q9V579	408511	prel
A0A7M7GXL9	D0IQL1	LOC551378	Lrt
A0A7M7G8E4	Q9VWV9	LOC726113	por
A0A7M7GBU7	Q9VKD2	LOC100577192	Hacd1
A0A7M7R585	Q9W229	408799	RpS24
A0A7M7MKY2	P40657	LOC726298	Sox15
A0A7M7IS76	Q9W422	412644	CG3781
A0A7M7M4Y9	Q9VMV7	107963965	Dmel\CG31917
A0A7M7MS10	P15278	LOC724243	Fas3
A0A7M7R7F1	A0A0B4KFC4	410107	rib
A0A7M7R5V1	Q9VWC7	409977	Dmel\CG12702
A0A7M7R8E1	Q9VSH3	552282	BI-1
A0A7M7GZY6	Q9VYS5	LOC726383	sicily
A0A7M7LT86	Q9VT27	102655356	CNMaR
A0A7M7G0H9	Q9VW10	LOC727174	Dmel\CG9300
A0A7M7RBI0	Q9VAA9	552332	Dmel\CG7946
A0A7M7R694	Q9W1W9	408531	CG9849
A0A7M7ISE8	Q9VXL5	LOC412187	CC9
A0A7M7MWM0	Q9VZD2	LOC102653614	CG11342
A0A7M7GTJ5	Q8MLW4	410533	Dmel\CG30392
A0A7M7GV25	Q94524	551652	Dlc90F
A0A7M7FYW7	Q8MQS4	726273	Reps
A0A7M7R7H6	Q9VKM4	551371	abo
A0A7M7R7N0	Q9XZ19	551226	dSki8
A0A7M7L3C2	Q9VYE3	LOC724784	Dmel\CG15747
A0A7M7R7K2	Q8IPG2	LOC410283	Dmel\CG8372
A0A7M7MV37	Q9VES8	LOC113219283	Dmel\CG10340
A0A7M7MRL8	Q9VLF6	726062	CG18661
A0A7M7G893	Q9VF82	725904	Trs33
A0A7M7GUF8	Q8IN78	LOC100576422	Tim22
A0A7M7R8Q5	Q7JY33	LOC412100	rnh1
A0A7M7TF44	Q7JYV7	410676	Ak6
A0A7M7R8A8	Q9VDC8	552053	Dmel\CG3337
A0A7M7GXB8	Q9VAZ0	LOC412112	Dmel\CG5003
A0A7M7GA11	M9PHZ1	411658	Ada3
A0A7M7IIS1	Q9V3G6	LOC409280	Not10
A0A7M7LQF8	Q9VQD8	724128	Arpc5
A0A7M7GSH0	Q9VIP1	102653702	Taf13
A0A7M7LSK0	P82147	LOC410857	l(2)efl
A0A7M7GLT3	P41092	552318	RpL27A
A0A7M7TFR9	Q9VZ64	551785	CG17333
A0A7M7R6U8	Q9VBU8	LOC413343	Nup37
A0A7M7G2G0	Q9V3M2	726509	Dmel\CG16890
A0A7M7ISN6	Q8T8T9	552437	Css2
A0A7M7LT93	A8JQV3	LOC552243	Dmel\CG17816
A0A7M7RA96	Q9VRL2	412913	Membrin
A0A7M7RAE9	Q9W199	551158	mRpS17
A0A7M7R3T0	Q9VED7	409600	CLLD6
A0A7M6UGM2	Q9W499	724191	RpL35
A0A7M7GU42	Q9VX94	LOC412302	Dmel\CG13001
A0A7M7MQK3	Q9V8I2	LOC724446	CG5189
A0A7M7R9X3	Q9VDY6	551452	Dmel\CG3773
A0A7M7MWX6	Q9VXW9	LOC724986	Dmel\CG5877
A0A7M7GB39	Q9V597	413875	RpL31
A0A7M7R5H9	Q9VTP1	411448	Dmel\CG14130
A0A7M7RB63	Q9VKJ4	552072	Csl4
A0A7M7R7M0	Q8MKL1	LOC410349	CG30010
A0A7M6UW41	Q6NN09	409148	ATPsynC
A0A7M7MKC4	Q9VSZ4	LOC724923	Dmel\CG3437
A0A7M7H0R9	Q9VGH5	727106	glo
A0A7M7FYS2	Q9VF71	725954	CG6136
A0A7M7H4P9	Q9VNI9	552153	Dmel\CG2023
A0A7M7TFX3	Q9W5N0	552586	CG13865
A0A7M7R6R2	Q9VWA2	LOC408883	CG6951
A0A7M7GTR0	Q9W0N6	551363	Vti1a
Q2AAF4	Q9VTG8	GB15078	Dmel\CG7607
A0A7M7GQ86	Q9VAM5	411727	Brd8
A0A7M7FYR4	Q9VDV3	LOC725896	Nup58
A0A7M7GMV3	Q9VAM6	410636	Cisd2
A0A7M7R8M4	Q9VXM4	413164	MSBP
A0A7M7FXR7	A1ZA77	725316	Dmel\CG8320
A0A7M7R6E7	Q24320	410494	RpII18
A0A7M7GYK1	Q9VXK1	LOC409701	dpr18
A0A7M7TFN7	Q8SZA8	LOC413746	Fdx2
A0A7M7IEZ8	Q8T8Y5	LOC411613	Buffy
A0A7M7GJ51	O96860	725312	Cdlc2
A0A7M7FYR7	Q8SZP2	LOC724398	TwdlE
A0A7M7H028	Q9VCV3	LOC725092	Dmel\CG4813
A0A7M6UH71	Q9VK91	LOC411721	Dmel\CG6405
A0A7M7L726	Q9VCE2	LOC113218808	Dmel\CG5986
A0A7M7MW89	Q9VEN9	LOC411850	Patr-1
A0A7M7GRQ8	Q95U32	726260	Rpb7
A0A7M7LMR3	Q9VKM7	726030	CG6087
A0A7M7R9T0	Q9VJL9	LOC551339	Dmel\CG4935
A0A7M7MUF5	Q03751	LOC724965	Csp
A0A7M7R8K1	Q9VQJ8	552181	Dmel\CG9643
A0A7M7H1C6	Q9VWF0	725365	16769716
A0A7M7R8J2	Q9VCC3	552152	mRpS24
A0A7M7MWL0	A0A0B4KEG0	LOC408642	Dmel\CG8080
A0A7M7ILQ0	Q9W4A0	409388	Rab18
A0A7M7GYX5	Q9VHI7	550689	Dmel\CG11982
A0A7M7GS12	Q9VQ30	551086	chinmo
A0A7M7LPM8	Q9W0A7	102656792	RabX5
A0A7M7MUF9	Q7KUE8	LOC550958	Dmel\CG6216
A0A7M7H5J0	Q9VIZ2	727205	l(2)37Cd
A0A7M7MPC1	Q960E4	LOC411655	Dmel\CG8929
A0A7M7R785	A1ZAL5	LOC411609	Dmel\CG6472
A0A7M7GTF3	Q9VYJ8	102653920	Dmel\CG15725
A0A7M7GRF3	M9PGG2	LOC410222	jim
A0A7M7R6M7	D0Z756	410373	CG14762-RA
A0A7M7FZF0	Q9VNM3	725622	Osi2
A0A7M7GQF3	Q9XZF0	724141	Yippee
A0A7M7RBD8	Q9TVQ5	552076	spt4
A0A7M7LNB9	Q9VEM1	413439	Dmel\CG5285
A0A7M7IFP5	Q9W351	100576146	Aladin
A0A7M7MQM7	Q8IR55	LOC727405	mud
A0A7M7R3F9	Q9VAT0	409218	WASp
A0A7M7MQW8	Q9W0Z5	LOC552002	Dmel\CG44247
A0A7M7LKT7	Q9VLM5	727568	Dad1
A0A7M7FXP8	Q9VTW6	725142	BcDNA:GM14851
A0A7M7R5H4	Q9VAI0	411757	Gnpnat
A0A7M7MQG6	Q24478	LOC102654083	Cp190
A0A7M7FY84	P55828	726013	RpS20
A0A7M7MUY1	Q9VD09	LOC100576855	pinta
A0A7M7MNZ0	P11929	LOC412745	Bsg25D
A0A7M7GPK0	Q9VIN9	552526	mRpS18B
A0A7M7L6D9	Q9VSW4	LOC411482	mRRF1
A0A7M7LTD2	Q9VUC3	413245	Dmel\CG6833
A0A7M7MFZ5	Q9VBU4	LOC724669	BcDNA:RH66629
A0A7M7L9C2	Q7JRE4	LOC724620	MAN1
A0A7M7L923	Q8MLV1	LOC724925	LBR
A0A7M7R8E8	Q8SYQ4	411622	Dmel\CG31997
A0A7M7TF10	Q9V3E5	LOC409511	Tsp66E
A0A7M7ILV3	Q9VZS5	552774	RpL28
A0A7M7R715	Q9VP29	550854	Dmel\CG7519
A0A7M7TFA7	Q9W0I7	412072	Psf1
A0A7M7RA01	Q9W086	LOC413989	mRpL46
A0A7M7L099	Q86BM0	LOC100578507	CG33085
A0A7M7R7H0	Q8IQJ5	LOC550977	Dmel\CG32121
A0A7M7M0Q9	Q8IRE5	551998	Dmel\CG32280
A0A7M7H5G8	Q9V3Z1	LOC409288	trbl
A0A7M7GUV0	Q9VQL3	724346	cnir
A0A7M7R4Q9	P17719	410422	Dhfr
Q5XUU6	Q9VC67	449496	Dmel\CG13618
A0A7M7MVN9	Q9VPT9	LOC409366	Dmel\CG3662
A0A7M7TF18	Q9VN31	410219	Fip1
A0A7M7LKD9	Q9VE55	LOC724356	qin
A0A7M7GNK6	Q9VNB9	409599	RpL35A
A0A7M7KZI9	Q9VPI8	LOC100577795	net
A0A7M7LQJ1	A1Z9S8	102653759	Dmel\CG12863
A0A7M7G291	Q9VI06	726206	Osi19
A0A7M7LSY3	Q9VST7	726014	Dmel\CG4911
A0A7M7M0S6	Q9VLB9	LOC726015	Dmel\CG3769
A0A7M7R745	P52656	550665	TfIIA-S
A0A7M7MNE1	Q9VQD7	LOC727199	ND-B17.2
A0A7M7FYJ0	Q9VMU4	LOC725432	RpL37A
A0A7M7R6V9	Q7JVE7	LOC409064	slv
A0A7M7R8B5	Q9W3C2	412688	CG1785
A0A7M7IMI5	Q8SYJ9	LOC725234	CG10438
A0A7M6UEE5	Q9VZ44	411317	C901
A0A7M7GSS0	P48588	724369	RpS25
A0A7M7LMR5	Q8SXS0	411335	Dmel\CG7071
A0A7M7FZ02	Q9VER6	LOC724703	modSP
A0A7M7G9S9	Q9VYI2	552686	Brms1
A0A7M7R769	Q9VMD3	409833	HemK1
A0A7M7MM23	Q1WWB7	LOC113218929	Dmel\CG13192
A0A7M7R2W0	P54623	LOC408563	cnn
A0A7M7GR82	Q9VKX4	724125	mRpS7
A0A7M7L0Y9	Q9VJ08	LOC725864	TU37B1
A0A7M7SRS9	Q9VS45	LOC551741	RhoGEF4
A0A7M7GYL9	Q9VQK8	551116	Dmel\CG17219
A0A7M7TF52	M9MRT1	410884	Dmel\CG6431
A0A7M7MTT7	M9PE71	LOC408465	nSyb
A0A7M6UVQ5	Q8IQG9	412632	Adk1
A0A7M7IFG6	Q9VUW0	LOC726828	Dmel\CG10516
A0A7M7GVA8	B7Z0K3	726639	Dmel\CG14866
A0A7M7IS49	P48375	552115	FK506-bp2
A0A7M7SRF5	Q9VZX1	LOC725541	spz5
A0A7M7MLQ3	Q9VRJ6	409272	Prpk
A0A7M7H5F5	P48611	412015	pr
A0A7M7MTJ7	O76912	LOC100578931	Dmel\CG2701
A0A7M7R5S1	Q01070	409822	E(spl)mgamma-HLH
A2VB90	Q9VJS7	pburs	Pburs
A0A7M7GVH6	Q9VDI5	409790	Dmel\CG17271
A0A7M7FYC0	Q8MLL3	LOC725060	Coq10
A0A7M7FZ50	A0A0B4KH14	726330	Dmel\CG5447
A0A7M7H126	Q9VQF8	102654014	HemK2
A0A7M7LK79	Q9W2X6	552682	ATPsyndelta
A0A7M7R981	Q9VGR0	552846	Dmel\CG17187
A0A7M7MM21	Q9VLH0	LOC412694	Tsp29Fb
A0A7M7IKM8	Q9W5P1	412578	MED21
A0A7M7FZ35	Q9VA79	LOC724690	Dmel\CG2218
A0A7M7GT64	Q8IRH2	LOC552341	Naa30B
A0A7M7GNY6	Q9VYK7	727004	Dmel\CG2540
A0A7M7MWF6	Q9VM95	LOC726685	Aatf
A0A7M7LPK0	Q7JRC9	LOC102653641	CG30493;CG30496;l(2)08492
A0A7M7R7U0	Q8MR31	410133	Slip1
A0A7M7MMB8	Q8T9B6	LOC726872	boca
A0A7M7G1M4	Q9W394	724363	CG6997
A0A7M7R553	Q9VUN8	409141	Dmel\CG7272
A0A7M7IH63	Q7KMS3	726176	robl
A0A7M7KYV9	Q0E8K6	LOC725326	CG7042
A0A7M7R6X9	Q9VJ19	411380	RpL30
A0A7M7RAH7	Q9VU02	552559	SmD1
A0A7M7MMX4	Q8SXB3	LOC113218957	eap
A0A7M7GTZ2	O44437	724533	SmD3
A0A7M7TG19	Q9VQR2	552424	ND-PDSW
A0A7M7R8Y9	Q9VKW8	552529	CG31990
A0A7M7GAN9	Q8MLS1	100577699	Mthfs
A0A7M7G707	C0PVB3	724451	Alr
A0A7M7MR14	Q9U616	LOC113219111	ppl
A0A7M7G381	Q9VN71	726981	Dmel\CG14661
A0A7M7IM68	Q86NX3	LOC725824	Dmel\CG33964
A0A7M7L8Q7	Q9VDL1	LOC100576898	CG5412
A0A7M7RA15	Q9W1H1	551114	drev
A0A7M7R6R8	Q9VE08	410897	Dmel\CG6013
A0A7M7IJF2	Q9W5E4	LOC725618	Mybbp1A
A0A7M7G1E2	Q7KND8	724819	Mad1
A0A7M7TFP6	Q9VPR1	413997	Tspo
A0A7M7R4G9	Q9W396	410395	HP1b
A0A7M7LI98	A8DYR8	LOC724307	CG5369
A0A7M7R593	Q9VPF9	409262	Dmel\CG5274
A0A7M7GXN7	Q9VWA1	411595	Clc
A0A7M7LKG9	Q9VHP1	725977	Dmel\CG11753
A0A7M7R8D7	P12426	413601	Aprt
A0A7M7MVQ8	Q2MGK7	LOC113219301	Dmel\CG33995
A0A7M7RAZ1	Q9VE69	LOC551702	CG7687
A0A7M7M0Y1	Q9W0X7	LOC107965037	Dmel\CG12851
A0A7M7GQD8	P55841	LOC409290	RpL14
A0A7M7R3L2	Q9VG77	409378	Scgbeta
A0A7M7MV72	A4V381	LOC100577912	Dmel\CG34148
A0A7M7GAT1	Q9VAN1	726072	Dmel\CG14515
A0A7M7TF82	Q9VLT7	411515	RpL36A
A0A7M7R820	Q9VES0	LOC551760	Dmel\CG10324
A0A7M7LMH0	P41043	411045	GstS1
A0A7M7G0K4	Q9VZJ2	727578	novel
A0A7M7FZL2	Q9W501	725592	temp
A0A7M7L293	A0A0B4KGJ7	LOC102654091	Dmel\CG15923
A0A7M6UVZ7	Q9VYX7	727472	PGRP-SA
A0A7M7GX99	Q9VCG4	LOC100576125	Ndc1
A0A7M7M5L8	Q9VZ84	LOC102654111	tartan
A0A7M7RB55	Q9W3R8	414038	Dmel\CG2059
A0A7M7IIX4	Q9VRZ7	LOC726341	Dmel\CG10075
A0A7M6W8L3	Q9VB81	725509	Cpr97Eb
A0A7M7GS98	Q9VQI6	726922	Dmel\CG8814
A0A7M7GTQ3	Q9VEB6	LOC102656137	Dmel\CG7183
A0A7M7GLA3	Q9VEW3	724286	dmCG10311
A0A7M7RBP3	A1Z903	552460	Tmem18
A0A7M7R4J4	Q9VYY2	410218	Spase25
A0A7M7R6K1	A8DYA6	LOC409829	Dmel\CG9003
A0A7M7TF61	M9NE98	410350	Dmel\CG5114
A0A7M7GP72	P22468	727501	gdl
A0A7M7GR22	Q9VIG3	LOC102653935	Dmel\CG9259
A0A7M7GYK6	M9PHR3	409764	Dmel\CG15760
A0A7M7GLS1	A1ZBX4	LOC102653930	CG33005-ORFA
A0A7M7LIC9	Q9W0M5	LOC725045	Dmel\CG13901
A0A7M7ML27	Q9W230	LOC409350	Dmel\CG3732
A0A7M7IRH9	Q9VNM8	107965608	Osi8
G8FU59	P06602	724845	eve
A0A7M7G259	Q9VZP0	LOC725079	CG14973
A0A7M7R8W5	Q8SXQ5	552835	BcDNA:RH03087
A0A7M7G8R5	Q9VBK9	LOC726679	Dmel\CG5913
A0A7M7G7H5	Q9W021	724708	mRpL23
A0A7M7FY77	Q9VBV5	LOC724587	CG10420
A0A7M7LIJ5	E1JJF2	727592	Dmel\CG4558
A0A7M7MLM6	Q8T4A5	LOC727520	Dmel\CG14721
A0A7M7IF15	Q9VSH8	LOC102655950	Pex2
A0A7M7R805	Q0KHS0	410348	kat80
A0A7M7TFL7	Q9VMV6	550992	SelT
A0A7M7L535	Q9VU45	LOC551222	Syx13
A0A7M7L1L9	A0A0S0WGR0	LOC551171	Dmel\CG7970
A0A7M7IG83	Q9VMI6	412343	Dmel\CG12393
A0A7M7R541	Q6II06	411493	BP1075
A0A7M7SRP3	Q8SX81	LOC410493	Vps11
A0A7M6UD75	Q9VA32	413115	Cpr100A
A0A7M7R619	X2JC79	409379	eIF4H1
A0A7M7FYL7	Q9W3Y0	724352	CG3224
A0A7M7KZW2	Q9VHI4	LOC102656442	Sf3b5
A0A7M7MPL6	O61365	LOC726149	Nach
A0A7M7GUV6	A0A0B4LH09	726492	maf-S
A0A7M6W614	Q9VJK8	LOC724216	jhamt
A0A7M7LNX2	Q27294	552303	caz
A0A7M7FZM4	A1Z7Z9	LOC726076	dila
A0A7M7RB97	A1ZB29	552148	Dmel\CG5757
A0A7M7G714	Q9VW14	724247	CG14100
A0A7M7GTF8	Q9VI12	LOC102656008	Hr83
A0A7M7L2N8	Q8IN35	LOC724473	SIFaR
A0A7M7R4X4	A1Z9S1	408415	Blos1
A0A7M7IR10	Q9W2B5	100578207	ppk9
A0A7M7G9V6	P10181	LOC100576220	ro
A0A7M7R4D3	Q7JR96	LOC410297	Snx16
A0A7M7MRK4	Q9VR56	LOC552626	trmt10a
A0A7M7GWV7	Q9VFS4	100576859	Dmel\CG14367
A0A7M7GVS7	Q9W376	LOC724256	CG12056
A0A7M7RB86	Q9VDD1	552123	CG5862
A0A7M7LM56	Q7JZ37	551536	Dmel\CG12134
A0A7M7RAT6	Q9W1Y1	LOC552372	EMC8-9
A0A7M7G2A0	O77260	725303	Dmel\CG17829
A0A7M7R9R0	O61348	LOC551787	bbx
A0A7M7GRA9	Q9VDF1	LOC409455	dmrt93B
A0A7M7MR85	A0A2U8U156	LOC102655948	PIG-C
A0A7M7RAM7	Q9Y110	LOC552693	GH10711
A0A7M7GLE3	Q9VGP0	100579024	Dtd
A0A7M7H505	Q8IRB5	LOC725935	Claspin
A0A7M7LTB0	Q7K4B2	724658	l(2)k09848
A0A7M7GW50	P19018	725195	tra2
A0A7M7GQ63	Q9W5H1	725710	BG01596
A0A7M7GVN0	Q8IPR4	102656231	Osi16
A0A7M7G9H6	Q9Y095	LOC100577027	XRCC1
A0A7M7L0P2	Q5U117	LOC102654465	Egm
A0A7M7R5I3	Q9VH36	LOC411797	CG3925
A0A7M7MU23	A0A0B4KI27	LOC551651	Fer1HCH
A0A7M7R953	Q9VAC7	551200	Dmel\CG15525
A0A7M7GJZ4	Q9VYG1	LOC102654919	CG12096
A0A7M7GN40	Q9VCC4	LOC725584	TBC1d7
A0A7M7G2B7	Q8IMX8	725401	LSm3
A0A7M7LSR5	Q9VYH1	LOC408663	Fer3HCH
A0A7M7GVF9	Q9VXT7	LOC102655798	CG7860
A0A7M7MG35	Q8SYF7	LOC551215	BcDNA:RE63764
A0A7M7R5G5	A0A0B4KFW5	411718	isopeptidase-T-3
A0A7M7M5A5	A0A0C4DHN2	107965322	Dmel\CG41378
A0A7M7H5X3	Q9VUR8	LOC100578417	Dmel\CG13449
A0A7M7GVC0	M9PFM8	408364	Dmel\CG14082
A0A7M7GLL7	Q9V428	LOC412148	ics
A0A7M7FXT8	Q9VRN3	725186	Eaf6
A0A7M7R7Y6	Q9VUN9	551509	Q9VUN9
A0A7M7R9I6	Q7K2X4	LOC551079	Dmel\CG3955
A0A7M7MP33	Q7K3E2	LOC413792	Dmel\CG5080
A0A7M7GA54	Q9VTM6	100576174	crim
A0A7M7GND6	M9NDT2	413314	Dmel\CG15312
A0A7M7L456	Q9VPP8	LOC726074	Dmel\CG13692
A0A7M7R5W8	Q9VU36	409951	mRpL20
A0A7M7GXH1	Q7K0X9	412816	Syx7
A0A7M7GRK9	Q8IQ56	408748	Pmi
A0A7M7R6F0	Q9VEN6	LOC410678	mRpS11
A0A7M7GIM8	Q94915	726955	Reg-2
A0A7M7IJI5	Q9VFY2	LOC107964911	Dmel\CG8483
A0A7M7R5M4	A1Z7P3	LOC409229	Phax
A0A7M7R8S5	Q9V9Z1	413398	mRpL32
A0A7M7G9Q5	Q9VI93	LOC408455	rn
A0A7M7GTN3	Q9VZR5	LOC727121	anon-WO0107627.1
A0A7M7GUC1	Q9W3M9	LOC100576947	hdm
A0A7M7R4W3	Q9VVJ7	410663	BcDNA:SD16138
A0A7M7R6B6	Q9VKU3	410376	Dmel\CG6094
A0A7M7GZH0	Q9VGZ2	552103	Rrp46
A0A7M7GAV7	A0A0B4KH64	100578879	btz
A0A7M7R755	Q9VPP9	LOC413899	BBS8
A0A7M7H7S4	Q9VVS4	552719	MED11
A0A7M7FZ67	Q9VEV6	LOC724856	Dmel\CG14881
A0A7M7MUV6	Q9VU57	LOC726250	Dmel\CG17687
A0A7M7LNG9	Q9VGW0	102653839	Dmel\CG4565
A0A7M7II06	Q9VEG9	LOC725424	nrm
A0A7M7R5T4	Q7KVC9	409931	Dmel\CG12038
A0A7M7R4L6	Q9VZY0	408520	Non2
A0A7M7M5A8	O76752	551857	Sptr
A0A7M7GR17	P10735	409723	tko
A0A7M7MU67	E3CTN7	LOC409702	CG3764-RA
A0A7M7GWM4	Q86BM8	411618	mRpL27
A0A7M7L8Q9	Q7KA43	LOC726378	lmgA
A0A7M7GEE1	A0A0B4KFD8	100576215	Fer1
A0A7M7MQI7	Q7KPA5	LOC726963	mei-W68
A0A7M7R6Y4	Q9VH00	410238	Dmel\CG12818
A0A7M7M1B2	P49415	LOC413557	Sdc
A0A7M7GS14	P49905	410305	Taf12
A0A7M7FZE8	Q9W1W4	725260	Dmel\CG9896
A0A7M7RA22	Q9W3Y3	412708	Q9W3Y3
A0A7M7GZX7	Q9W5H8	100578721	CG40289
A0A7M7GUS6	Q95RF6	413845	Tom20
A0A7M7R772	Q9W125	409473	ND-19
A0A7M7LI96	Q9VMJ1	LOC724267	Dmel\CG9107
A0A7M7TEY7	Q9VFB2	LOC409129	mRpS10
A0A7M7IMP7	Q9V3Y2	LOC552386	CIAPIN1
A0A7M7RBZ9	Q7JVK1	552628	mRpL18
A0A7M7RAM3	Q9W0M0	552143	Dci
A0A7M7MQ61	Q9V3J8	LOC552669	wds
A0A7M7LP14	Q8MQI6	102654012	CG40228
A0A7M7H5N2	Q9VE96	726431	l(3)05822
A0A7M7GUZ2	P49630	551870	RpL36
A0A7M7GUH5	Q9VRJ8	724802	CG10674
A0A7M7G3F2	Q9VWI0	727599	ND-18
A0A7M7GPP6	Q23972	409472	smg
A0A7M7GUG6	Q9VQ68	LOC102654161	CG15378
A0A7M7GWW9	Q9VUU6	724306	Dmel\CG12713
A0A7M7R2W9	Q9VIZ1	408585	DCTN6-p27
A0A7M7G1P1	Q9VE17	725416	snRNP-U1-C
A0A7M7GAL7	A8JNV5	LOC100576872	Rad9
A0A7M7RA78	Q7PLT1	551256	BcDNA:LD12604
A0A7M7RB52	Q9W1I8	552038	Snap29
A0A7M7FZ51	Q9VJC1	LOC726594	Oli
A0A7M7RDA1	Q9VXX8	552494	RpL37a
A0A7M7LN27	Q24297	725880	SmF
A0A7M7TFT8	Q7JXE4	552050	Dmel\CG12107
A0A7M7LN89	Q9VJI7	725352	LSm7
A0A7M7MN42	P54622	LOC727210	mtSSB
A0A7M7GMF2	Q9VFE6	724992	CG3817
A0A7M7GYZ8	M9NEA1	552651	stai
A0A7M7RAV2	Q8IR45	LOC551585	CG32590
A0A7M7M1A4	Q9W453	408534	Dmel\CG6048
A0A7M7MQK7	Q86BP6	LOC412606	elg1
A0A7M7R939	Q9VCG3	552659	CG13601
A0A7M7MPI7	A1ZAL6	LOC102655521	Dmel\CG15614
A0A7M7RC62	A1Z8I0	LOC552743	TRAPPC2L
A0A7M7R353	Q9GNK5	408924	PGRP-LC
A0A7M7TF12	Q9VAJ0	409538	Dmel\CG7582
A0A7M7FYH3	Q9VIT2	725018	CG10268
A0A7M7R5E7	Q9W3V9	408615	Nf-YC
A0A7M7FZA6	Q8T0B1	725054	CG8009
A0A7M7L8F8	Q9W194	100578349	CG13573
A0A7M7FZ82	Q9VVX4	LOC725201	mRpL21
A0A7M7IIB4	Q9W2J7	100578976	Lapsyn
A0A7M7L4U0	Q9VTS1	107964212	Dmel\CG6931
A0A7M7LN00	Q9VFS8	LOC410128	CG9588
A0A7M7GAA4	P18289	726289	Jra
A0A7M7FZI3	Q9VEH2	727420	Dmel\CG7523
A0A7M7GKS3	Q8SZ63	LOC413607	Golgin84
A0A7M7GQV0	Q9VNB7	LOC725345	Dmel\CG14669
A0A7M7R445	Q9VB51	409706	Dmel\CG5934
A0A7M7GRD8	Q9VCC7	LOC725366	Kal1
A0A7M7SPY3	Q9VD91	LOC100577064	Dmel\CG15497
A0A7M7GV56	Q9VAA6	726337	Dmel\CG7950
A0A7M7GIZ7	O76206	552134	anon-84Ea
A0A7M7L328	Q7JZY1	LOC107964262	Dmel\CG2310
A0A7M7GCT9	Q9VE07	LOC100576919	Dmel\CG6026
A0A7M7G0H1	A0A126GUV0	727021	Dmel\CG10407
A0A7M7IID7	Q9VPA2	726063	Dmel\CG11456
A0A7M7H1M3	Q9VBR0	725822	Dmel\CG4553
A0A7M7FZG9	A1Z7U2	LOC725762	Dmel\CG8800
A0A7M7R5Y1	Q8IMU0	412016	CG13649
A0A7M7GQ26	Q9V3V0	727087	x16
A0A7M7R4U2	Q9VWR8	410538	CG6659
A0A7M7LKS3	Q9VGP7	727014	mRpL40
A0A7M7MSH4	Q9VP43	LOC102655436	Dmel\CG32436
A0A7M7IHB1	Q8IRJ8	107964891	thoc7
A0A7M7MSX3	Q9XYF4	LOC100576819	Dronc
A0A7M7GZJ9	Q9VRW9	LOC725408	Dmel\CG42747
A0A7M7IJB1	A1ZAZ7	LOC726695	Dmel\CG18635
A0A7M7GYB8	Q9VZ21	102654905	rtv
A0A7M7TFQ0	O44226	551511	EloB
A0A7M7GVZ9	Q9VEM0	LOC102655240	BcDNA:RE41712
A0A7M7TFK9	O97102	550834	smt3
A0A7M7IHL5	Q9VER8	100577423	anon-89Eb
A0A7M7MVY1	Q9V3H0	LOC100577769	Drep4
A0A7M7R9T2	Q8IN95	412375	NudC-L
A0A7M7TFH4	Q24239	412416	angel
Q5F4H9	Q9VA76	crh-BP	Dmel\CG15537
A0A7M7MPL2	Q7KMH9	LOC100577401	wde
A0A7M7TFY2	Q9NFP5	551916	Sh3beta
A0A7M7MW95	Q9W2N4	LOC551494	RIC-3
A0A7M7MR65	Q9VEA9	LOC724179	Dmel\CG7156
A0A7M7R554	Q9VZX8	408327	Dmel\CG12093
A0A7M7H355	Q9W0D6	100578631	Dmel\CG7879
A0A7M7L1B4	Q9W2T3	LOC113218594	Dmel\CG2124
A0A7M7GA68	Q9W413	LOC100576610	mldr
A0A7M7LSQ8	O44342	724341	wbl
A8D435	P23023	725126	dsx
A0A7M7R8E4	Q9W087	552155	Dmel\CG2021
A0A7M7R994	Q7K188	411664	Dmel\CG6329
A0A7M7GYM7	A1Z9A2	724996	CG4646
A0A7M7FYS6	Q4V5A3	LOC725495	unpg
A0A7M7SRB6	Q9W215	LOC724913	RYBP
A0A7M7H2Q3	Q9VL77	725850	Dmel\CG4537
A0A7M7L5F7	B7Z0D3	LOC408889	clone
A0A7M7KY40	Q9VEZ5	LOC726760	IKKbeta
